game_code,Date,attendance,season
201703240CHO,24/03/2017,,2016-17
201703240IND,24/03/2017,,2016-17
201703240ORL,24/03/2017,,2016-17
201703240WAS,24/03/2017,,2016-17
201703240BOS,24/03/2017,,2016-17
201703240CHI,24/03/2017,,2016-17
201703240HOU,24/03/2017,,2016-17
201703240MIL,24/03/2017,,2016-17
201703240GSW,24/03/2017,,2016-17
201703240LAL,24/03/2017,18997,2016-17
201703250LAC,25/03/2017,,2016-17
201703250CLE,25/03/2017,,2016-17
201703250DAL,25/03/2017,,2016-17
201703250SAS,25/03/2017,,2016-17
201703250POR,25/03/2017,,2016-17
201703260ATL,26/03/2017,,2016-17
201703260CHO,26/03/2017,,2016-17
201703260HOU,26/03/2017,,2016-17
201703260LAC,26/03/2017,,2016-17
201703260MIL,26/03/2017,,2016-17
201703260BOS,26/03/2017,,2016-17
201703260IND,26/03/2017,,2016-17
201703260DEN,26/03/2017,,2016-17
201703260GSW,26/03/2017,,2016-17
201703260LAL,26/03/2017,,2016-17
201703270NYK,27/03/2017,,2016-17
201703270TOR,27/03/2017,,2016-17
201703270SAS,27/03/2017,,2016-17
201703270DAL,27/03/2017,,2016-17
201703270SAC,27/03/2017,,2016-17
201703270UTA,27/03/2017,,2016-17
201703280CHO,28/03/2017,,2016-17
201703280IND,28/03/2017,,2016-17
201703280ATL,28/03/2017,,2016-17
201703280BRK,28/03/2017,,2016-17
201703280DET,28/03/2017,,2016-17
201703280HOU,28/03/2017,,2016-17
201703280POR,28/03/2017,,2016-17
201703280LAL,28/03/2017,,2016-17
201703290ORL,29/03/2017,18408,2016-17
201703290PHI,29/03/2017,,2016-17
201703290BOS,29/03/2017,,2016-17
201703290NYK,29/03/2017,,2016-17
201703290TOR,29/03/2017,,2016-17
201703290MEM,29/03/2017,,2016-17
201703290NOP,29/03/2017,,2016-17
201703290SAS,29/03/2017,,2016-17
201703290LAC,29/03/2017,,2016-17
201703290SAC,29/03/2017,,2016-17
201703300DET,30/03/2017,,2016-17
201703300CHI,30/03/2017,,2016-17
201703300MIN,30/03/2017,,2016-17
201703300PHO,30/03/2017,,2016-17
201703300POR,30/03/2017,,2016-17
201703310CHO,31/03/2017,,2016-17
201703310TOR,31/03/2017,,2016-17
201703310BOS,31/03/2017,,2016-17
201703310CLE,31/03/2017,,2016-17
201703310MEM,31/03/2017,,2016-17
201703310MIA,31/03/2017,,2016-17
201703310MIL,31/03/2017,18717,2016-17
201703310NOP,31/03/2017,,2016-17
201703310OKC,31/03/2017,,2016-17
201703310UTA,31/03/2017,,2016-17
201703310GSW,31/03/2017,,2016-17
201704010LAC,01/04/2017,,2016-17
201704010CHI,01/04/2017,,2016-17
201704010BRK,01/04/2017,,2016-17
201704010MIN,01/04/2017,,2016-17
201704010POR,01/04/2017,,2016-17
201704020NYK,02/04/2017,,2016-17
201704020OKC,02/04/2017,,2016-17
201704020LAL,02/04/2017,,2016-17
201704020MIL,02/04/2017,,2016-17
201704020SAS,02/04/2017,,2016-17
201704020BRK,02/04/2017,,2016-17
201704020CLE,02/04/2017,20562,2016-17
201704020MIA,02/04/2017,,2016-17
201704020NOP,02/04/2017,,2016-17
201704020TOR,02/04/2017,,2016-17
201704020GSW,02/04/2017,,2016-17
201704020PHO,02/04/2017,,2016-17
201704030MIN,03/04/2017,,2016-17
201704040CLE,04/04/2017,,2016-17
201704040IND,04/04/2017,,2016-17
201704040PHI,04/04/2017,,2016-17
201704040WAS,04/04/2017,,2016-17
201704040NOP,04/04/2017,,2016-17
201704040NYK,04/04/2017,,2016-17
201704040OKC,04/04/2017,,2016-17
201704040SAS,04/04/2017,18418,2016-17
